1499364923	12718	-980	5649
1499364927	12718	-980	5649
1499364930	12718	-980	5649
1499364934	12718	-980	5649
1499364938	12718	-980	5649
1499364941	12718	-980	5649
1499364945	12718	-1013	5635
1499364949	12718	-1013	5635
1499364953	12718	-1013	5635
1499364956	12718	-1013	5635
1499364960	12718	-1013	5635
1499364964	12718	-1013	5635
1499364968	12718	-1013	5635
1499364971	12718	-1013	5635
1499364975	12718	-1013	5635
1499364979	12718	-1013	5635
1499364982	12718	-1013	5635
1499364986	12718	-1013	5635
1499364990	12718	-1013	5635
1499364994	12718	-1013	5635
1499364997	12718	-1013	5635
1499365001	12718	-1013	5635
1499365005	12554	-1052	5607
1499365008	12554	-1052	5607
1499365012	12554	-1052	5607
1499365016	12554	-1052	5607
1499365019	12554	-1052	5607
1499365023	12554	-1052	5607
1499365027	12554	-1052	5607
1499365030	12554	-1052	5607
1499365034	12554	-1052	5607
1499365038	12554	-1052	5607
1499365042	12554	-1052	5607
1499365045	12554	-1052	5607
1499365049	12554	-1052	5607
1499365053	12554	-1052	5607
1499365056	12554	-1052	5607
1499365060	12554	-1052	5607
1499365064	12554	-1052	5590
1499365067	12554	-1110	5590
1499365071	12554	-1110	5590
1499365075	12554	-1110	5590
1499365079	12554	-1110	5590
1499365082	12554	-1110	5590
1499365086	12554	-1110	5590
1499365090	12554	-1110	5590
1499365093	12554	-1110	5590
1499365097	12554	-1110	5590
1499365101	12554	-1110	5590
1499365105	12554	-1110	5590
1499365108	12554	-1110	5590
1499365112	12554	-1110	5590
1499365116	12554	-1110	5590
1499365119	12554	-1110	5590
1499365123	12554	-1110	5590
1499365127	12554	-1085	5572
1499365130	12554	-1085	5572
1499365134	12554	-1085	5572
1499365138	12554	-1085	5572
1499365141	12554	-1085	5572
1499365145	12554	-1085	5572
1499365149	12554	-1085	5572
1499365152	12554	-1085	5572
1499365156	12554	-1085	5572
1499365160	12554	-1085	5572
1499365164	12554	-1085	5572
1499365167	12554	-1085	5572
1499365171	12554	-1085	5572
1499365175	12554	-1085	5572
1499365178	12554	-1085	5572
1499365182	12554	-1085	5572
1499365186	12554	-1125	5553
1499365189	12554	-1125	5553
1499365193	12554	-1125	5553
1499365197	12554	-1125	5553
1499365201	12554	-1125	5553
1499365204	12554	-1125	5553
1499365208	12554	-1125	5553
1499365212	12554	-1125	5553
1499365215	12554	-1125	5553
1499365219	12554	-1125	5553
1499365223	12554	-1125	5553
1499365226	12554	-1125	5553
1499365230	12554	-1125	5553
1499365234	12554	-1125	5553
1499365237	12554	-1125	5553
1499365241	12554	-1125	5553
1499365245	12554	-805	5553
1499365248	12554	-805	5553
1499365252	12554	-805	5553
1499365255	12554	-805	5553
1499365259	12554	-805	5553
1499365263	12554	-805	5553
1499365267	12554	-805	5553
1499365270	12554	-805	5553
1499365274	12554	-805	5553
1499365278	12554	-805	5553
1499365281	12554	-805	5553
1499365285	12554	-805	5553
1499365288	12554	-805	5553
1499365292	12554	-805	5553
1499365296	12554	-805	5553
1499365299	12554	-805	5553
1499365303	12554	-805	5553
1499365307	12554	-645	5551
1499365310	12554	-645	5551
1499365314	12554	-645	5551
1499365318	12554	-645	5551
1499365321	12554	-645	5551
1499365325	12554	-645	5551
1499365328	12554	-645	5551
1499365332	12554	-645	5551
1499365336	12554	-645	5551
1499365339	12554	-645	5551
1499365343	12554	-645	5551
1499365346	12554	-645	5551
1499365350	12554	-645	5551
1499365354	12554	-645	5551
1499365357	12554	-645	5551
1499365361	12554	-645	5551
1499365365	12554	-674	5536
1499365368	12554	-674	5536
1499365372	12554	-674	5536
1499365375	12554	-674	5536
1499365379	12554	-674	5536
1499365383	12554	-674	5536
1499365386	12554	-674	5536
1499365390	12554	-674	5536
1499365393	12554	-674	5536
1499365397	12554	-674	5536
1499365401	12554	-674	5536
1499365404	12554	-674	5536
1499365408	12554	-674	5536
1499365412	12554	-674	5536
1499365415	12554	-674	5536
1499365419	12554	-674	5536
1499365422	12554	-674	5536
1499365426	12554	-755	5523
1499365430	12554	-755	5523
1499365434	12554	-755	5523
1499365438	12554	-755	5523
1499365441	12554	-755	5523
1499365445	12554	-755	5523
1499365449	12554	-755	5523
1499365452	12554	-755	5523
1499365456	12554	-755	5523
1499365460	12554	-755	5523
1499365464	12554	-755	5523
1499365468	12554	-755	5523
1499365471	12554	-755	5523
1499365475	12554	-755	5523
1499365479	12554	-755	5523
1499365482	12554	-755	5523
1499365486	12554	-1217	5475
1499365490	12554	-1217	5475
1499365493	12554	-1217	5475
1499365497	12554	-1217	5475
1499365501	12554	-1217	5475
1499365504	12554	-1217	5475
1499365508	12554	-1217	5475
1499365512	12554	-1217	5475
1499365516	12554	-1217	5475
1499365519	12554	-1217	5475
1499365523	12554	-1217	5475
1499365527	12554	-1217	5475
1499365530	12554	-1217	5475
1499365534	12554	-1217	5475
1499365538	12554	-1217	5475
1499365541	12554	-1217	5475
1499365545	12554	-856	5474
1499365548	12554	-856	5474
1499365552	12554	-856	5474
1499365556	12554	-856	5474
1499365559	12554	-856	5474
1499365563	12554	-856	5474
1499365567	12554	-856	5474
1499365570	12554	-856	5474
1499365574	12554	-856	5474
1499365577	12554	-856	5474
1499365581	12554	-856	5474
1499365585	12554	-856	5474
1499365588	12554	-856	5474
1499365592	12554	-856	5474
1499365596	12554	-856	5474
1499365599	12554	-856	5474
1499365603	12554	-856	5474
1499365606	12536	-557	5484
1499365610	12536	-557	5484
1499365614	12536	-557	5484
1499365617	12536	-557	5484
1499365621	12536	-557	5484
1499365624	12536	-557	5484
1499365628	12536	-557	5484
1499365632	12536	-557	5484
1499365635	12536	-557	5484
1499365639	12536	-557	5484
1499365642	12536	-557	5484
1499365646	12536	-557	5484
1499365650	12536	-557	5484
1499365653	12536	-557	5484
1499365657	12536	-557	5484
1499365661	12536	-557	5484
1499365664	12536	-522	5475
1499365668	12536	-522	5475
1499365671	12536	-522	5475
1499365675	12536	-522	5475
1499365679	12536	-522	5475
1499365682	12536	-522	5475
1499365686	12536	-522	5475
1499365689	12536	-522	5475
1499365693	12536	-522	5475
1499365697	12536	-522	5475
1499365700	12536	-522	5475
1499365704	12536	-522	5475
1499365707	12536	-522	5475
1499365711	12536	-522	5475
1499365715	12536	-522	5475
1499365718	12536	-522	5475
1499365722	12536	-522	5475
1499365726	12536	-478	5472
1499365729	12536	-478	5472
1499365733	12536	-478	5472
1499365736	12536	-478	5472
1499365740	12536	-478	5472
1499365744	12536	-478	5472
1499365747	12536	-478	5472
1499365751	12536	-478	5472
1499365755	12536	-478	5472
1499365758	12536	-478	5472
1499365762	12536	-478	5472
1499365765	12536	-478	5472
1499365769	12536	-478	5472
1499365773	12536	-478	5472
1499365776	12536	-478	5472
1499365780	12536	-478	5472
1499365783	12536	-478	5472
