System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
12:38:14:240,2591161465922,   0.184, 1300,   1.772,   0.173,   0.048,   0.250,   0.024,   0.007, 44,0,28.0,  166
12:38:14:338,2591445381782,   0.282, 1300,   1.747,   0.344,   0.096,   0.095,   0.034,   0.009, 43,0,28.0,  166
12:38:14:442,2591747756003,   0.386, 1300,   2.284,   0.583,   0.162,   0.511,   0.087,   0.024, 44,0,28.0,  283
12:38:14:537,2592023004539,   0.481, 1300,   2.038,   0.776,   0.216,   0.163,   0.103,   0.028, 43,0,28.0,  283
12:38:14:637,2592313113857,   0.581, 1700,   2.741,   1.050,   0.292,   0.999,   0.202,   0.056, 45,0,28.0,  233
12:38:14:737,2592602862358,   0.681, 1700,   3.276,   1.378,   0.383,   1.385,   0.341,   0.095, 45,0,28.0,  166
12:38:14:837,2592892958079,   0.781, 1700,   3.164,   1.694,   0.471,   1.015,   0.442,   0.123, 44,0,28.0,  166
12:38:14:943,2593197777732,   0.886, 1300,   1.670,   1.870,   0.519,   0.229,   0.466,   0.130, 44,0,28.0,  166
12:38:15:037,2593473141449,   0.981, 3300,   4.634,   2.310,   0.642,   3.287,   0.779,   0.216, 47,0,28.0,  166
12:38:15:139,2593766607969,   1.082, 1700,   6.528,   2.970,   0.825,   4.712,   1.255,   0.349, 45,0,28.0,  166
12:38:15:241,2594064099537,   1.185, 3300,   9.394,   3.934,   1.093,   7.713,   2.047,   0.569, 50,0,28.0,  166
12:38:15:338,2594345044444,   1.282, 1300,   7.319,   4.643,   1.290,   5.603,   2.589,   0.719, 46,0,28.0,  166
12:38:15:438,2594634400025,   1.382, 3300,   8.636,   5.505,   1.529,   6.973,   3.285,   0.913, 50,0,28.0,  166
12:38:15:538,2594923649382,   1.481, 1700,   7.771,   6.280,   1.744,   6.070,   3.891,   1.081, 46,0,28.0,  166
12:38:15:638,2595214155906,   1.582, 1700,   6.841,   6.965,   1.935,   5.120,   4.404,   1.223, 46,0,28.0,  166
12:38:15:738,2595504666202,   1.682, 1300,   2.475,   7.213,   2.004,   0.440,   4.448,   1.235, 45,0,28.0,  166
12:38:15:843,2595807755843,   1.786, 1300,   1.834,   7.405,   2.057,   0.196,   4.468,   1.241, 44,0,28.0,  166
12:38:15:940,2596090950130,   1.884, 1300,   2.131,   7.613,   2.115,   0.592,   4.526,   1.257, 43,0,28.0,  166
12:38:16:043,2596387805754,   1.986, 1300,   1.332,   7.749,   2.153,   0.140,   4.540,   1.261, 44,0,28.0,  166
12:38:16:143,2596677658671,   2.086, 1300,   1.853,   7.935,   2.204,   0.211,   4.561,   1.267, 44,0,28.0,  166
12:38:16:238,2596955055772,   2.182, 1700,   3.555,   8.275,   2.299,   2.148,   4.767,   1.324, 45,0,28.0,  166
12:38:16:338,2597245048551,   2.282, 1700,   4.617,   8.736,   2.427,   3.128,   5.080,   1.411, 46,0,28.0,  166
12:38:16:443,2597547642890,   2.386, 1300,   3.799,   9.133,   2.537,   2.206,   5.310,   1.475, 44,0,28.0,  283
12:38:16:538,2597823131295,   2.481, 1300,   2.075,   9.330,   2.592,   0.330,   5.341,   1.484, 44,0,28.0,  283
12:38:16:638,2598113106619,   2.581, 2900,   2.436,   9.573,   2.659,   0.723,   5.413,   1.504, 45,0,28.0,  283
12:38:16:743,2598419366354,   2.687, 1700,   8.238,  10.443,   2.901,   6.658,   6.116,   1.699, 45,0,28.0,  283
12:38:16:841,2598702484473,   2.785, 3100,   7.295,  11.156,   3.099,   5.647,   6.668,   1.852, 48,0,28.0,  166
12:38:16:940,2598990041882,   2.884, 1700,  10.700,  12.217,   3.394,   9.102,   7.570,   2.103, 47,0,28.0,  166
12:38:17:039,2599276020480,   2.982, 3300,   7.108,  12.918,   3.588,   5.315,   8.094,   2.248, 51,0,28.0,  166
12:38:17:138,2599563618169,   3.081, 2900,  10.459,  13.955,   3.876,   8.839,   8.971,   2.492, 48,0,28.0,  166
12:38:17:241,2599863545412,   3.185, 3300,   5.632,  14.537,   4.038,   3.848,   9.369,   2.602, 53,0,28.0,  166
12:38:17:338,2600143468647,   3.281, 1700,   3.773,  14.902,   4.139,   2.054,   9.567,   2.658, 46,0,28.0,  166
12:38:17:438,2600433605648,   3.382, 1300,   2.703,  15.172,   4.214,   1.076,   9.675,   2.687, 45,0,28.0,  283
12:38:17:538,2600723743472,   3.482, 1300,   2.376,  15.410,   4.281,   0.676,   9.743,   2.706, 45,0,28.0,  283
12:38:17:639,2601017125165,   3.583, 1300,   2.440,  15.657,   4.349,   0.701,   9.814,   2.726, 44,0,28.0,  283
12:38:17:740,2601310728629,   3.684, 1300,   2.073,  15.867,   4.407,   0.649,   9.879,   2.744, 44,0,28.0,  283
12:38:17:841,2601603733537,   3.785, 1300,   2.181,  16.087,   4.469,   0.726,   9.953,   2.765, 44,0,28.0,  283
12:38:17:939,2601888246584,   3.883, 1300,   2.377,  16.320,   4.533,   0.668,  10.018,   2.783, 44,0,28.0,  283
12:38:18:038,2602174508363,   3.982, 1700,   3.142,  16.630,   4.619,   1.368,  10.153,   2.820, 44,0,28.0,  166
12:38:18:138,2602464665003,   4.082, 1300,   3.480,  16.978,   4.716,   1.606,  10.314,   2.865, 44,0,28.0,  166
12:38:18:238,2602754709518,   4.182, 1300,   3.580,  17.336,   4.816,   1.681,  10.482,   2.912, 45,0,28.0,  166
12:38:18:338,2603044847310,   4.282, 3300,   9.232,  18.260,   5.072,   7.604,  11.243,   3.123, 52,0,28.0,  166
12:38:18:440,2603340292566,   4.384, 3300,   6.169,  18.888,   5.247,   4.239,  11.675,   3.243, 51,0,28.0,  166
12:38:18:538,2603625338567,   4.482, 3100,  10.367,  19.907,   5.530,   8.860,  12.545,   3.485, 51,0,28.0,  166
12:38:18:639,2603917358414,   4.583, 3100,   4.834,  20.394,   5.665,   3.020,  12.850,   3.569, 49,0,28.0,  166
12:38:18:739,2604208228807,   4.683, 3300,  10.626,  21.460,   5.961,   8.842,  13.737,   3.816, 53,0,28.0,  166
12:38:18:842,2604504469677,   4.785, 1700,   4.292,  21.899,   6.083,   2.420,  13.984,   3.884, 46,0,28.0,  166
12:38:18:938,2604783456336,   4.882, 1300,   5.601,  22.438,   6.233,   4.112,  14.380,   3.994, 46,0,28.0,  166
12:38:19:042,2605086262158,   4.986, 1300,   1.337,  22.577,   6.271,   0.226,  14.403,   4.001, 44,0,28.0,  166
12:38:19:139,2605366622447,   5.083, 1300,   1.734,  22.745,   6.318,   0.112,  14.414,   4.004, 44,0,28.0,  166
12:38:19:240,2605659655399,   5.184, 1300,   1.850,  22.932,   6.370,   0.272,  14.442,   4.012, 45,0,28.0,  166
12:38:19:341,2605953548457,   5.285, 1700,   2.278,  23.163,   6.434,   0.589,  14.501,   4.028, 45,0,28.0,  166
12:38:19:439,2606237175499,   5.383, 1300,   4.059,  23.560,   6.544,   2.068,  14.703,   4.084, 45,0,28.0,  183
12:38:19:540,2606530954697,   5.484, 1300,   2.421,  23.805,   6.613,   0.703,  14.775,   4.104, 45,0,28.0,  183
12:38:19:640,2606819671294,   5.584, 1300,   2.767,  24.081,   6.689,   0.967,  14.871,   4.131, 44,0,28.0,  166
12:38:19:743,2607117996403,   5.687, 1300,   2.491,  24.337,   6.760,   0.701,  14.943,   4.151, 45,0,28.0,  166
12:38:19:843,2607407768223,   5.786, 1300,   2.379,  24.575,   6.826,   0.762,  15.019,   4.172, 44,0,28.0,  166
12:38:19:939,2607686669499,   5.883, 3300,   4.487,  25.006,   6.946,   2.926,  15.301,   4.250, 51,0,28.0,  166
12:38:20:038,2607973954179,   5.982, 1300,   5.977,  25.598,   7.111,   4.214,  15.718,   4.366, 45,0,28.0,  166
12:38:20:138,2608262798300,   6.081, 3300,   8.373,  26.432,   7.342,   6.729,  16.388,   4.552, 50,0,28.0,  166
12:38:20:243,2608567760707,   6.186, 1300,   5.025,  26.961,   7.489,   3.691,  16.777,   4.660, 46,0,28.0,  166
12:38:20:341,2608853833629,   6.285, 3200,   8.595,  27.809,   7.725,   7.033,  17.470,   4.853, 51,0,28.0,  166
12:38:20:440,2609141102644,   6.384, 1300,   6.547,  28.457,   7.905,   4.948,  17.961,   4.989, 46,0,28.0,  283
12:38:20:542,2609434969393,   6.486, 1300,   6.533,  29.119,   8.089,   4.909,  18.458,   5.127, 46,0,28.0,  283
12:38:20:642,2609726006286,   6.586, 1300,   3.134,  29.434,   8.176,   1.258,  18.584,   5.162, 46,0,28.0,  166
12:38:20:743,2610017760788,   6.686, 1300,   2.728,  29.708,   8.252,   1.021,  18.687,   5.191, 45,0,28.0,  166
12:38:20:840,2610298973493,   6.783, 1300,   2.366,  29.938,   8.316,   0.727,  18.757,   5.210, 45,0,28.0,  166
12:38:20:939,2610587061359,   6.883, 1700,   5.740,  30.508,   8.474,   3.863,  19.141,   5.317, 46,0,28.0,  166
12:38:21:043,2610887762529,   6.986, 1300,   2.099,  30.726,   8.535,   0.211,  19.163,   5.323, 45,0,28.0,  166
12:38:21:140,2611169255371,   7.084, 1300,   2.033,  30.923,   8.590,   0.253,  19.188,   5.330, 45,0,28.0,  166
12:38:21:240,2611459363715,   7.184, 1700,   3.485,  31.271,   8.687,   1.935,  19.381,   5.384, 46,0,28.0,  166
12:38:21:342,2611755277409,   7.286, 2900,   5.828,  31.866,   8.852,   4.333,  19.823,   5.506, 48,0,28.0,  166
12:38:21:442,2612044491102,   7.385, 1300,   4.323,  32.297,   8.972,   2.724,  20.095,   5.582, 45,0,28.0,  283
12:38:21:539,2612326453098,   7.483, 3300,   3.120,  32.601,   9.056,   1.695,  20.260,   5.628, 49,0,28.0,  283
12:38:21:643,2612627766233,   7.587, 1300,   6.589,  33.285,   9.246,   4.970,  20.776,   5.771, 45,0,28.0,  283
12:38:21:744,2612921799471,   7.688, 3300,   7.326,  34.028,   9.452,   5.654,  21.350,   5.930, 51,0,28.0,  283
12:38:21:843,2613207757327,   7.787, 1300,   6.143,  34.634,   9.621,   4.645,  21.808,   6.058, 46,0,28.0,  283
12:38:21:939,2613487850996,   7.883, 3300,   7.032,  35.313,   9.809,   5.574,  22.346,   6.207, 50,0,28.0,  283
12:38:22:040,2613779661734,   7.984, 1300,   6.161,  35.933,   9.981,   4.586,  22.807,   6.335, 46,0,28.0,  283
12:38:22:143,2614077735595,   8.087, 1300,   5.805,  36.530,  10.147,   4.147,  23.234,   6.454, 46,0,28.0,  283
12:38:22:240,2614361164182,   8.184, 1300,   2.098,  36.735,  10.204,   0.804,  23.312,   6.476, 45,0,28.0,  216
12:38:22:338,2614645403530,   8.282, 1300,   3.173,  37.046,  10.290,   1.351,  23.445,   6.512, 45,0,28.0,  166
12:38:22:440,2614939640203,   8.384, 1300,   2.969,  37.347,  10.374,   1.157,  23.562,   6.545, 45,0,28.0,  283
12:38:22:543,2615237754989,   8.487, 1300,   2.246,  37.578,  10.438,   0.663,  23.630,   6.564, 45,0,28.0,  283
12:38:22:643,2615527762848,   8.587, 1300,   1.852,  37.763,  10.490,   0.363,  23.667,   6.574, 45,0,28.0,  283
12:38:22:743,2615817760615,   8.687, 1300,   1.423,  37.905,  10.529,   0.167,  23.683,   6.579, 44,0,28.0,  283
12:38:22:843,2616107645679,   8.787, 1300,   1.538,  38.059,  10.572,   0.077,  23.691,   6.581, 45,0,28.0,  283
12:38:22:943,2616397762328,   8.887, 1300,   1.377,  38.197,  10.610,   0.076,  23.699,   6.583, 45,0,28.0,  283
12:38:23:038,2616674930451,   8.982, 1700,   3.098,  38.493,  10.692,   1.387,  23.831,   6.620, 45,0,28.0,  199
12:38:23:138,2616963583727,   9.082, 2900,   2.443,  38.736,  10.760,   0.858,  23.917,   6.644, 47,0,28.0,  216
12:38:23:242,2617264568967,   9.185, 1300,   8.417,  39.610,  11.003,   6.794,  24.622,   6.839, 46,0,28.0,  216
12:38:23:339,2617545416388,   9.282, 1300,   6.644,  40.253,  11.181,   4.917,  25.098,   6.972, 47,0,28.0,  216
12:38:23:443,2617847765378,   9.387, 1300,   8.407,  41.130,  11.425,   6.774,  25.804,   7.168, 46,0,28.0,  283
12:38:23:542,2618135103622,   9.486, 1700,   5.950,  41.719,  11.589,   4.249,  26.225,   7.285, 47,0,28.0,  283
12:38:23:643,2618427664371,   9.587, 1300,   8.698,  42.597,  11.832,   7.088,  26.940,   7.483, 48,0,28.0,  283
12:38:23:743,2618717296966,   9.686, 3300,   5.996,  43.195,  11.999,   4.349,  27.375,   7.604, 52,0,28.0,  283
12:38:23:838,2618993680149,   9.782, 1300,   2.940,  43.476,  12.077,   1.215,  27.490,   7.636, 46,0,28.0,  283
12:38:23:943,2619297775579,   9.887, 1300,   2.054,  43.691,  12.136,   0.516,  27.544,   7.651, 45,0,28.0,  283
12:38:24:040,2619579650147,   9.984, 1300,   1.680,  43.854,  12.182,   0.279,  27.572,   7.659, 45,0,28.0,  283
12:38:24:142,2619874641591,  10.086, 1300,   2.265,  44.085,  12.246,   0.466,  27.619,   7.672, 45,0,28.0,  283
12:38:24:243,2620168088799,  10.187, 1300,   2.705,  44.359,  12.322,   0.897,  27.710,   7.697, 45,0,28.0,  216
12:38:24:339,2620445371564,  10.282, 1300,   1.888,  44.539,  12.372,   0.437,  27.752,   7.709, 45,0,28.0,  216
12:38:24:443,2620747797940,  10.387, 1300,   2.248,  44.773,  12.437,   0.519,  27.806,   7.724, 44,0,28.0,  283
12:38:24:539,2621027884008,  10.483, 1300,   2.297,  44.995,  12.499,   0.448,  27.849,   7.736, 45,0,28.0,  283
12:38:24:643,2621327774722,  10.587, 1300,   1.713,  45.173,  12.548,   0.147,  27.864,   7.740, 45,0,28.0,  283
12:38:24:743,2621617770788,  10.687, 1300,   1.591,  45.332,  12.592,   0.193,  27.884,   7.745, 44,0,28.0,  283
12:38:24:838,2621893900710,  10.782, 3100,   7.882,  46.082,  12.801,   6.331,  28.486,   7.913, 49,0,28.0,  283
12:38:24:943,2622197335277,  10.886, 3100,   4.729,  46.577,  12.938,   2.821,  28.781,   7.995, 50,0,28.0,  216
12:38:25:038,2622473803623,  10.982, 3300,   9.389,  47.472,  13.187,   7.854,  29.530,   8.203, 53,0,28.0,  216
12:38:25:138,2622763925933,  11.082, 3100,   3.819,  47.854,  13.293,   2.010,  29.731,   8.259, 49,0,28.0,  216
12:38:25:240,2623059131339,  11.184, 3300,   9.913,  48.863,  13.573,   8.326,  30.579,   8.494, 54,0,28.0,  216
12:38:25:338,2623344904501,  11.282, 3300,   4.118,  49.269,  13.686,   2.359,  30.811,   8.559, 52,0,28.0,  216
12:38:25:443,2623647819487,  11.387, 1300,   5.527,  49.846,  13.846,   4.111,  31.241,   8.678, 45,0,28.0,  283
12:38:25:543,2623937870506,  11.487, 1300,   1.784,  50.025,  13.896,   0.211,  31.262,   8.684, 45,0,28.0,  283
12:38:25:640,2624219613587,  11.584, 1300,   1.960,  50.215,  13.949,   0.359,  31.297,   8.693, 46,0,28.0,  216
12:38:25:743,2624517780682,  11.687, 1300,   2.040,  50.425,  14.007,   0.155,  31.312,   8.698, 44,0,28.0,  216
12:38:25:838,2624793668494,  11.782, 1300,   1.739,  50.591,  14.053,   0.210,  31.333,   8.703, 46,0,28.0,  166
12:38:25:943,2625097766715,  11.887, 1300,   1.238,  50.720,  14.089,   0.120,  31.345,   8.707, 44,0,28.0,  166
12:38:26:040,2625379672051,  11.984, 1300,   1.275,  50.844,  14.123,   0.088,  31.354,   8.709, 45,0,28.0,  166
12:38:26:143,2625677581361,  12.087, 2900,  11.739,  52.050,  14.458,   9.530,  32.333,   8.981, 50,0,28.0,  283
12:38:26:238,2625953798744,  12.182, 1700,   8.906,  52.898,  14.694,   6.723,  32.973,   9.159, 48,0,28.0,  166
12:38:26:342,2626254024648,  12.285, 1700,   8.345,  53.762,  14.934,   6.544,  33.650,   9.347, 48,0,28.0,  266
12:38:26:438,2626533462103,  12.382, 3300,   7.820,  54.516,  15.143,   6.228,  34.251,   9.514, 53,0,28.0,  283
12:38:26:540,2626829709075,  12.484, 1300,   4.316,  54.957,  15.266,   2.619,  34.518,   9.588, 46,0,28.0,  283
12:38:26:638,2627113587393,  12.582, 3300,   9.218,  55.859,  15.516,   7.634,  35.265,   9.796, 54,0,28.0,  283
12:38:26:741,2627411082756,  12.684, 1300,   4.270,  56.297,  15.638,   2.584,  35.530,   9.870, 46,0,28.0,  283
12:38:26:841,2627703206120,  12.785, 3100,   8.994,  57.203,  15.890,   7.390,  36.275,  10.076, 53,0,28.0,  283
12:38:26:943,2627997792227,  12.887, 1300,   3.856,  57.595,  15.999,   2.629,  36.542,  10.151, 46,0,28.0,  283
12:38:27:042,2628285716963,  12.986, 1300,   5.850,  58.176,  16.160,   4.211,  36.960,  10.267, 47,0,28.0,  283
12:38:27:139,2628566195976,  13.083, 1300,   1.447,  58.316,  16.199,   0.127,  36.973,  10.270, 46,0,28.0,  283
12:38:27:238,2628853644878,  13.182, 1300,   1.739,  58.488,  16.247,   0.132,  36.986,  10.274, 46,0,28.0,  283
12:38:27:339,2629145366605,  13.282, 1300,   1.732,  58.663,  16.295,   0.106,  36.996,  10.277, 45,0,28.0,  283
12:38:27:443,2629447758160,  13.387, 1300,   1.994,  58.870,  16.353,   0.718,  37.071,  10.298, 45,0,28.0,  183
12:38:27:542,2629734020081,  13.485, 1300,   1.664,  59.035,  16.399,   0.082,  37.079,  10.300, 45,0,28.0,  183
12:38:27:640,2630019638906,  13.584, 1300,   1.849,  59.217,  16.449,   0.206,  37.099,  10.305, 44,0,28.0,  183
12:38:27:743,2630317771107,  13.687, 1300,   1.693,  59.391,  16.497,   0.215,  37.122,  10.312, 45,0,28.0,  183
12:38:27:843,2630607621879,  13.787, 1300,   1.155,  59.506,  16.530,   0.079,  37.129,  10.314, 45,0,28.0,  183
12:38:27:943,2630897789949,  13.887, 1300,   1.608,  59.667,  16.574,   0.090,  37.138,  10.316, 44,0,28.0,  183
12:38:28:042,2631185769219,  13.986, 3300,   4.433,  60.107,  16.696,   3.039,  37.440,  10.400, 50,0,28.0,  183
12:38:28:143,2631477750087,  14.087, 1300,   5.408,  60.652,  16.848,   3.950,  37.838,  10.511, 45,0,28.0,  183
12:38:28:238,2631753930631,  14.182, 3300,   8.249,  61.437,  17.066,   6.660,  38.472,  10.687, 50,0,28.0,  183
12:38:28:338,2632043865491,  14.282, 1300,   7.127,  62.150,  17.264,   5.564,  39.029,  10.841, 46,0,28.0,  183
12:38:28:439,2632334832950,  14.382, 3100,  10.605,  63.214,  17.560,   8.848,  39.916,  11.088, 53,0,28.0,  166
12:38:28:541,2632632173408,  14.485, 1300,   7.538,  63.987,  17.774,   5.916,  40.523,  11.256, 47,0,28.0,  166
12:38:28:642,2632923730880,  14.585, 1300,   6.526,  64.643,  17.957,   5.019,  41.028,  11.397, 47,0,28.0,  166
12:38:28:743,2633217830489,  14.687, 1300,   2.531,  64.900,  18.028,   0.880,  41.117,  11.421, 45,0,28.0,  166
12:38:28:840,2633499634757,  14.784, 1300,   2.098,  65.104,  18.084,   0.634,  41.178,  11.438, 46,0,28.0,  166
12:38:28:943,2633797774210,  14.887, 1300,   2.035,  65.313,  18.143,   0.283,  41.207,  11.447, 46,0,28.0,  166
12:38:29:043,2634087761021,  14.987, 1300,   2.044,  65.518,  18.199,   0.537,  41.261,  11.461, 45,0,28.0,  166
12:38:29:140,2634369900517,  15.084, 1700,   2.109,  65.723,  18.256,   0.602,  41.320,  11.478, 45,0,28.0,  166
12:38:29:238,2634653844403,  15.182, 1300,   2.040,  65.923,  18.312,   0.522,  41.371,  11.492, 45,0,28.0,  166
12:38:29:339,2634945239809,  15.282, 1300,   2.271,  66.151,  18.375,   0.650,  41.436,  11.510, 46,0,28.0,  166
12:38:29:443,2635247765247,  15.387, 1300,   2.834,  66.446,  18.457,   1.270,  41.569,  11.547, 45,0,28.0,  283
12:38:29:543,2635537758005,  15.487, 1300,   2.056,  66.652,  18.514,   0.494,  41.618,  11.561, 45,0,28.0,  283
12:38:29:640,2635819641321,  15.584, 1300,   2.029,  66.849,  18.569,   0.364,  41.653,  11.570, 45,0,28.0,  283
12:38:29:740,2636107583001,  15.683, 1300,   9.347,  67.778,  18.827,   7.612,  42.409,  11.780, 46,0,28.0,  283
12:38:29:843,2636407330861,  15.787, 3300,   5.403,  68.336,  18.982,   3.832,  42.806,  11.890, 52,0,28.0,  283
12:38:29:939,2636684876684,  15.882, 1700,   9.514,  69.247,  19.235,   7.925,  43.564,  12.101, 48,0,28.0,  283
12:38:30:040,2636979072309,  15.984, 3300,   5.150,  69.769,  19.380,   3.491,  43.918,  12.199, 52,0,28.0,  283
12:38:30:138,2637264031481,  16.082, 1700,   9.755,  70.728,  19.647,   8.230,  44.727,  12.424, 49,0,28.0,  283
12:38:30:239,2637555186014,  16.182, 3300,   4.823,  71.212,  19.781,   3.232,  45.051,  12.514, 54,0,28.0,  283
12:38:30:339,2637845497081,  16.283, 1300,   4.053,  71.618,  19.894,   2.530,  45.305,  12.585, 46,0,28.0,  283
12:38:30:439,2638136216192,  16.383, 1300,   2.714,  71.890,  19.969,   0.974,  45.402,  12.612, 46,0,28.0,  233
12:38:30:543,2638437795385,  16.487, 1300,   2.400,  72.139,  20.039,   0.592,  45.464,  12.629, 45,0,28.0,  233
12:38:30:643,2638727710697,  16.587, 1300,   1.978,  72.337,  20.094,   0.211,  45.485,  12.635, 46,0,28.0,  233
12:38:30:741,2639013258875,  16.685, 3300,  13.758,  73.692,  20.470,  11.750,  46.642,  12.956, 55,0,28.0,  166
12:38:30:839,2639296446726,  16.783, 1700,   9.922,  74.661,  20.739,   7.467,  47.371,  13.159, 48,0,28.0,  166
12:38:30:940,2639587972638,  16.883, 1700,   4.295,  75.092,  20.859,   1.761,  47.548,  13.208, 46,0,28.0,  166
12:38:31:043,2639887000749,  16.987, 1300,   2.525,  75.353,  20.931,   0.648,  47.615,  13.226, 46,0,28.0,  166
12:38:31:141,2640173033356,  17.085, 1300,   2.533,  75.603,  21.001,   0.708,  47.685,  13.246, 46,0,28.0,  166
12:38:31:239,2640454709078,  17.182, 1700,   5.363,  76.124,  21.145,   3.721,  48.046,  13.346, 47,0,28.0,  166
12:38:31:339,2640744807146,  17.282, 3300,  11.958,  77.320,  21.478,  10.513,  49.098,  13.638, 56,0,28.0,  166
12:38:31:443,2641047152965,  17.387, 3300,   5.736,  77.918,  21.644,   3.994,  49.514,  13.754, 52,0,28.0,  283
12:38:31:543,2641337313352,  17.487, 3300,  10.477,  78.966,  21.935,   8.906,  50.405,  14.001, 55,0,28.0,  283
12:38:31:641,2641621624794,  17.585, 3300,   4.169,  79.375,  22.049,   2.647,  50.665,  14.074, 51,0,28.0,  283
12:38:31:743,2641917317024,  17.687, 3300,  10.061,  80.401,  22.333,   8.506,  51.532,  14.314, 54,0,28.0,  283
12:38:31:843,2642207314048,  17.787, 3100,   3.487,  80.749,  22.430,   2.230,  51.755,  14.376, 51,0,28.0,  283
12:38:31:938,2642483947466,  17.882, 1300,   5.181,  81.243,  22.568,   3.689,  52.107,  14.474, 47,0,28.0,  283
12:38:32:041,2642780987071,  17.985, 1300,   1.901,  81.438,  22.622,   0.291,  52.137,  14.482, 46,0,28.0,  283
12:38:32:141,2643071165232,  18.085, 1300,   1.832,  81.622,  22.673,   0.271,  52.164,  14.490, 46,0,28.0,  283
12:38:32:242,2643364752220,  18.186, 1300,   2.064,  81.831,  22.731,   0.620,  52.227,  14.507, 45,0,28.0,  283
12:38:32:343,2643656142101,  18.286, 1700,   2.339,  82.065,  22.796,   0.623,  52.289,  14.525, 46,0,28.0,  283
12:38:32:440,2643939299221,  18.384, 1300,   2.296,  82.290,  22.858,   0.815,  52.369,  14.547, 46,0,28.0,  266
12:38:32:543,2644237760267,  18.487, 1300,   1.863,  82.482,  22.912,   0.297,  52.399,  14.555, 45,0,28.0,  266
12:38:32:640,2644519572369,  18.584, 1300,   1.431,  82.621,  22.950,   0.168,  52.416,  14.560, 45,0,28.0,  266
12:38:32:743,2644817755342,  18.687, 1300,   1.412,  82.766,  22.990,   0.234,  52.440,  14.567, 45,0,28.0,  266
12:38:32:839,2645096760460,  18.783, 1700,   2.405,  82.997,  23.055,   0.740,  52.511,  14.586, 46,0,28.0,  266
12:38:32:943,2645397332841,  18.887, 1300,   6.041,  83.623,  23.229,   3.962,  52.922,  14.700, 52,0,28.0,  266
12:38:33:043,2645687780108,  18.987, 1300,   4.362,  84.060,  23.350,   2.797,  53.202,  14.778, 46,0,28.0,  266
12:38:33:143,2645976688930,  19.087, 3300,  11.604,  85.216,  23.671,   9.636,  54.162,  15.045, 53,0,28.0,  266
12:38:33:240,2646259638442,  19.184, 1300,   6.420,  85.843,  23.845,   4.186,  54.570,  15.158, 47,0,28.0,  266
12:38:33:339,2646546874147,  19.283, 3100,   7.358,  86.571,  24.048,   5.654,  55.130,  15.314, 51,0,28.0,  266
12:38:33:439,2646835615821,  19.383, 1300,   7.232,  87.291,  24.248,   5.447,  55.673,  15.465, 47,0,28.0,  283
12:38:33:543,2647137767015,  19.487, 1300,   5.710,  87.886,  24.413,   4.060,  56.096,  15.582, 48,0,28.0,  283
12:38:33:640,2647419935940,  19.584, 1300,   1.867,  88.068,  24.463,   0.152,  56.110,  15.586, 47,0,28.0,  283
12:38:33:739,2647707241046,  19.683, 1300,   1.586,  88.225,  24.507,   0.237,  56.134,  15.593, 46,0,28.0,  283
12:38:33:842,2648004968392,  19.786, 1300,   1.565,  88.386,  24.552,   0.238,  56.158,  15.600, 46,0,28.0,  283
12:38:33:943,2648297762515,  19.887, 1300,   1.496,  88.537,  24.594,   0.213,  56.180,  15.606, 46,0,28.0,  283
12:38:34:039,2648576152655,  19.983, 1300,   1.877,  88.717,  24.644,   0.080,  56.188,  15.608, 46,0,28.0,  283
12:38:34:143,2648877883482,  20.087, 1300,   1.566,  88.880,  24.689,   0.199,  56.208,  15.613, 45,0,28.0,  283
12:38:34:240,2649157436209,  20.183, 1300,   1.825,  89.056,  24.738,   0.570,  56.263,  15.629, 46,0,28.0,  283
12:38:34:339,2649445245237,  20.283, 1300,   2.162,  89.271,  24.797,   0.311,  56.294,  15.637, 46,0,28.0,  283
12:38:34:440,2649739550912,  20.384, 1300,   2.710,  89.546,  24.874,   0.653,  56.360,  15.656, 46,0,28.0,  283
12:38:34:543,2650037312776,  20.487, 3300,   3.326,  89.887,  24.969,   1.421,  56.506,  15.696, 50,0,28.0,  283
12:38:34:638,2650313933599,  20.582, 1300,   7.826,  90.634,  25.176,   6.101,  57.088,  15.858, 47,0,28.0,  283
12:38:34:741,2650612471636,  20.685, 2900,   5.399,  91.189,  25.330,   3.656,  57.465,  15.962, 47,0,28.0,  283
12:38:34:841,2650902066772,  20.785, 1700,   8.050,  91.993,  25.554,   6.401,  58.104,  16.140, 47,0,28.0,  283
12:38:34:939,2651186610277,  20.883, 1700,   5.814,  92.564,  25.712,   4.042,  58.501,  16.250, 48,0,28.0,  283
12:38:35:040,2651479113250,  20.984, 1300,   8.017,  93.372,  25.937,   6.325,  59.138,  16.427, 48,0,28.0,  283
12:38:35:139,2651765838047,  21.083, 1300,   6.027,  93.969,  26.102,   4.290,  59.563,  16.545, 48,0,28.0,  283
12:38:35:243,2652067665220,  21.187, 1300,   2.479,  94.227,  26.174,   0.428,  59.607,  16.558, 47,0,28.0,  283
12:38:35:339,2652345719263,  21.283, 1300,   2.141,  94.432,  26.231,   0.148,  59.622,  16.562, 46,0,28.0,  283
