System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
12:55:20:873,5568298949652,1026.816, 1300,   8.298,9789.380,2719.272,   6.815,7944.220,2206.728, 56,0,28.0,  283
12:55:20:975,5568597314548,1026.919, 3300,   5.912,9789.988,2719.441,   4.194,7944.651,2206.848, 63,0,28.0,  283
12:55:21:075,5568885505841,1027.019, 1300,   9.216,9790.904,2719.696,   7.504,7945.397,2207.055, 57,0,28.0,  283
12:55:21:172,5569168442332,1027.116, 3300,   5.098,9791.401,2719.834,   3.177,7945.707,2207.141, 61,0,28.0,  283
12:55:21:271,5569453795077,1027.215, 1700,   9.249,9792.311,2720.087,   7.525,7946.448,2207.347, 57,0,28.0,  283
12:55:21:371,5569744903683,1027.315, 3300,   4.951,9792.808,2720.225,   3.004,7946.749,2207.430, 64,0,28.0,  283
12:55:21:473,5570039191502,1027.417, 1300,   5.292,9793.346,2720.374,   3.185,7947.072,2207.520, 55,0,28.0,  283
12:55:21:572,5570327973481,1027.516, 1300,   2.384,9793.583,2720.440,   0.303,7947.103,2207.528, 55,0,28.0,  283
12:55:21:672,5570618367190,1027.616, 1300,   2.336,9793.817,2720.505,   0.261,7947.129,2207.536, 55,0,28.0,  283
12:55:21:774,5570914004461,1027.718, 1300,   2.288,9794.050,2720.570,   0.183,7947.147,2207.541, 55,0,28.0,  283
12:55:21:876,5571207640177,1027.819, 1300,   2.306,9794.284,2720.634,   0.190,7947.167,2207.546, 55,0,28.0,  283
12:55:21:974,5571492484254,1027.918, 1300,   2.339,9794.513,2720.698,   0.262,7947.192,2207.553, 54,0,28.0,  283
12:55:22:073,5571780257144,1028.017, 1300,   2.235,9794.735,2720.760,   0.163,7947.208,2207.558, 54,0,28.0,  283
12:55:22:171,5572063346209,1028.114, 1700,   2.881,9795.016,2720.838,   0.873,7947.294,2207.582, 55,0,28.0,  283
12:55:22:274,5572362100134,1028.218, 2900,   5.628,9795.596,2720.999,   4.041,7947.710,2207.697, 56,0,28.0,  283
12:55:22:371,5572644971719,1028.315, 1700,   5.085,9796.092,2721.137,   3.510,7948.052,2207.792, 56,0,28.0,  283
12:55:22:471,5572934478984,1028.415, 3300,  10.495,9797.140,2721.428,   8.653,7948.916,2208.032, 63,0,28.0,  283
12:55:22:571,5573224238587,1028.515, 3300,   4.388,9797.578,2721.550,   2.544,7949.170,2208.103, 59,0,28.0,  283
12:55:22:676,5573527307345,1028.619, 3300,  10.730,9798.700,2721.861,   9.073,7950.119,2208.366, 64,0,28.0,  283
12:55:22:772,5573807034872,1028.716, 3300,   4.223,9799.107,2721.974,   2.369,7950.347,2208.430, 60,0,28.0,  283
12:55:22:876,5574107323454,1028.819, 3300,  10.068,9800.150,2722.264,   8.395,7951.216,2208.671, 63,0,28.0,  283
12:55:22:972,5574385558117,1028.915, 3300,   3.898,9800.524,2722.368,   2.054,7951.414,2208.726, 60,0,28.0,  283
12:55:23:076,5574687831295,1029.020, 1300,   6.116,9801.161,2722.545,   4.574,7951.890,2208.858, 55,0,28.0,  233
12:55:23:176,5574977641659,1029.119, 1300,   1.862,9801.347,2722.597,   0.191,7951.909,2208.864, 55,0,28.0,  233
12:55:23:273,5575258678811,1029.216, 1300,   2.626,9801.602,2722.667,   0.808,7951.988,2208.885, 55,0,28.0,  233
12:55:23:371,5575545244336,1029.315, 1300,   2.356,9801.835,2722.732,   0.682,7952.055,2208.904, 55,0,28.0,  233
12:55:23:475,5575846136557,1029.419, 1300,   3.667,9802.215,2722.838,   1.704,7952.232,2208.953, 54,0,28.0,  283
12:55:23:576,5576137635970,1029.519, 1300,   2.383,9802.455,2722.904,   0.665,7952.299,2208.972, 55,0,28.0,  283
12:55:23:671,5576414519154,1029.615, 1700,   2.303,9802.675,2722.965,   0.713,7952.367,2208.991, 54,0,28.0,  283
12:55:23:776,5576717735603,1029.720, 1300,   1.645,9802.847,2723.013,   0.318,7952.400,2209.000, 55,0,28.0,  283
12:55:23:876,5577007665175,1029.819, 1300,   4.694,9803.316,2723.143,   2.413,7952.641,2209.067, 55,0,28.0,  283
12:55:23:972,5577288321133,1029.916, 1300,   2.540,9803.562,2723.212,   0.503,7952.690,2209.081, 54,0,28.0,  266
12:55:24:076,5577587319066,1030.019, 2900,   6.290,9804.210,2723.392,   4.491,7953.153,2209.209, 57,0,28.0,  266
12:55:24:175,5577874521686,1030.118, 1300,   4.273,9804.634,2723.509,   2.362,7953.387,2209.274, 54,0,28.0,  266
12:55:24:276,5578167379507,1030.219, 3300,   9.345,9805.577,2723.771,   7.699,7954.165,2209.490, 63,0,28.0,  266
12:55:24:372,5578445375252,1030.315, 1300,   4.262,9805.986,2723.885,   2.719,7954.425,2209.563, 54,0,28.0,  266
12:55:24:473,5578739126663,1030.417, 3300,  10.455,9807.045,2724.179,   8.673,7955.304,2209.807, 63,0,28.0,  283
12:55:24:571,5579023075639,1030.514, 1300,   5.527,9807.586,2724.329,   3.651,7955.661,2209.906, 55,0,28.0,  283
12:55:24:672,5579317092292,1030.616, 1300,   6.049,9808.199,2724.500,   4.320,7956.099,2210.028, 55,0,28.0,  283
12:55:24:776,5579617648514,1030.720, 1300,   2.021,9808.409,2724.558,   0.157,7956.115,2210.032, 55,0,28.0,  283
12:55:24:873,5579899515706,1030.817, 1300,   1.841,9808.588,2724.608,   0.141,7956.129,2210.036, 55,0,28.0,  283
12:55:24:976,5580197641601,1030.920, 1300,   1.908,9808.784,2724.662,   0.245,7956.154,2210.043, 54,0,28.0,  283
12:55:25:072,5580475910880,1031.015, 1300,   1.797,9808.956,2724.710,   0.125,7956.166,2210.046, 55,0,28.0,  283
12:55:25:176,5580777783406,1031.120, 1300,   2.374,9809.203,2724.779,   0.447,7956.213,2210.059, 55,0,28.0,  283
12:55:25:276,5581067632079,1031.220, 1300,   1.652,9809.368,2724.825,   0.217,7956.235,2210.065, 54,0,28.0,  283
12:55:25:371,5581345250629,1031.315, 1300,   1.178,9809.481,2724.856,   0.125,7956.247,2210.068, 54,0,28.0,  283
12:55:25:476,5581647641424,1031.420, 1300,   3.243,9809.819,2724.950,   1.140,7956.365,2210.102, 54,0,28.0,  166
12:55:25:576,5581937673564,1031.520, 1300,   2.607,9810.080,2725.022,   0.569,7956.422,2210.117, 54,0,28.0,  166
12:55:25:673,5582219311853,1031.617, 3200,   3.852,9810.454,2725.126,   2.716,7956.686,2210.191, 59,0,28.0,  166
12:55:25:776,5582517658885,1031.720, 1300,   6.392,9811.112,2725.309,   4.505,7957.150,2210.319, 55,0,28.0,  166
12:55:25:876,5582807366940,1031.819, 3300,   7.816,9811.893,2725.526,   6.156,7957.765,2210.490, 61,0,28.0,  166
12:55:25:971,5583084307623,1031.915, 1300,  11.938,9813.033,2725.842,  10.187,7958.737,2210.760, 58,0,28.0,  166
12:55:26:071,5583373094821,1032.015, 3300,   8.056,9813.835,2726.065,   5.870,7959.322,2210.923, 61,0,28.0,  166
12:55:26:176,5583677655112,1032.120, 1300,   7.287,9814.600,2726.278,   5.466,7959.896,2211.082, 56,0,28.0,  166
12:55:26:276,5583967408256,1032.219, 1700,  11.173,9815.717,2726.588,   9.585,7960.854,2211.348, 59,0,28.0,  166
12:55:26:371,5584243603015,1032.315, 1700,   4.997,9816.193,2726.720,   3.391,7961.177,2211.438, 58,0,28.0,  166
12:55:26:476,5584547779828,1032.420, 1300,   3.777,9816.589,2726.830,   2.090,7961.396,2211.499, 55,0,28.0,  283
12:55:26:576,5584837800379,1032.520, 1300,   1.980,9816.787,2726.885,   0.238,7961.420,2211.505, 55,0,28.0,  283
12:55:26:672,5585117543619,1032.616, 1300,   1.846,9816.965,2726.935,   0.214,7961.440,2211.511, 55,0,28.0,  283
12:55:26:776,5585417794579,1032.720, 1300,   1.590,9817.129,2726.980,   0.153,7961.456,2211.516, 54,0,28.0,  283
12:55:26:873,5585699512761,1032.817, 1300,   1.897,9817.314,2727.032,   0.204,7961.476,2211.521, 55,0,28.0,  283
12:55:26:973,5585988276679,1032.916, 1300,   2.707,9817.583,2727.106,   0.710,7961.547,2211.541, 55,0,28.0,  166
12:55:27:073,5586280473175,1033.017, 1700,   2.283,9817.813,2727.170,   0.309,7961.578,2211.549, 54,0,28.0,  166
12:55:27:171,5586562920819,1033.115, 1700,   2.648,9818.071,2727.242,   0.760,7961.652,2211.570, 55,0,28.0,  166
12:55:27:273,5586859145981,1033.217, 3300,   2.792,9818.357,2727.321,   1.399,7961.795,2211.610, 59,0,28.0,  166
12:55:27:372,5587145252417,1033.315, 3300,  18.778,9820.209,2727.836,  16.710,7963.443,2212.068, 63,0,28.0,  216
12:55:27:474,5587443457908,1033.418, 3300,   6.119,9820.838,2728.011,   3.804,7963.835,2212.176, 63,0,28.0,  283
12:55:27:572,5587725653444,1033.515, 3100,   9.881,9821.800,2728.278,   8.317,7964.644,2212.401, 61,0,28.0,  283
12:55:27:673,5588020166886,1033.617, 3300,   4.007,9822.207,2728.391,   2.352,7964.883,2212.467, 61,0,28.0,  283
12:55:27:772,5588307959685,1033.716, 1700,   9.870,9823.186,2728.663,   8.185,7965.695,2212.693, 60,0,28.0,  283
12:55:27:876,5588607314048,1033.819, 2900,   3.852,9823.584,2728.773,   2.008,7965.902,2212.751, 58,0,28.0,  283
12:55:27:972,5588886159164,1033.916, 1300,   4.880,9824.053,2728.904,   3.062,7966.197,2212.832, 55,0,28.0,  283
12:55:28:073,5589179500362,1034.017, 1300,   1.830,9824.238,2728.955,   0.248,7966.222,2212.839, 55,0,28.0,  283
12:55:28:176,5589477778507,1034.120, 1300,   1.824,9824.426,2729.007,   0.127,7966.235,2212.843, 55,0,28.0,  283
12:55:28:272,5589757247020,1034.216, 1300,   2.352,9824.653,2729.070,   0.396,7966.273,2212.854, 54,0,28.0,  166
12:55:28:372,5590045279716,1034.315, 1300,   1.998,9824.851,2729.125,   0.457,7966.318,2212.866, 54,0,28.0,  166
12:55:28:476,5590347726094,1034.420, 1300,   3.192,9825.184,2729.218,   1.073,7966.430,2212.897, 55,0,28.0,  283
12:55:28:573,5590628532683,1034.517, 1300,   2.062,9825.384,2729.273,   0.456,7966.474,2212.910, 55,0,28.0,  216
12:55:28:671,5590913550757,1034.615, 1300,   2.049,9825.585,2729.329,   0.497,7966.523,2212.923, 55,0,28.0,  166
12:55:28:776,5591217698256,1034.720, 1300,   2.164,9825.812,2729.392,   0.180,7966.542,2212.928, 55,0,28.0,  166
12:55:28:872,5591496796039,1034.816, 3100,   2.324,9826.036,2729.454,   1.065,7966.645,2212.957, 56,0,28.0,  166
12:55:28:971,5591782980272,1034.915, 3300,   9.517,9826.975,2729.715,   7.555,7967.390,2213.164, 59,0,28.0,  216
12:55:29:073,5592079616049,1035.017, 1300,   4.617,9827.447,2729.846,   2.769,7967.673,2213.243, 55,0,28.0,  216
12:55:29:172,5592367691286,1035.116, 3300,   9.694,9828.410,2730.114,   8.037,7968.472,2213.464, 64,0,28.0,  216
12:55:29:274,5592662708250,1035.218, 1300,   4.127,9828.830,2730.231,   2.607,7968.737,2213.538, 55,0,28.0,  216
12:55:29:372,5592945022484,1035.315, 3300,   9.659,9829.770,2730.492,   8.001,7969.516,2213.754, 64,0,28.0,  216
12:55:29:472,5593236526246,1035.416, 1300,   6.466,9830.420,2730.672,   4.370,7969.955,2213.876, 56,0,28.0,  283
12:55:29:574,5593531058493,1035.517, 1300,   5.993,9831.029,2730.841,   4.309,7970.393,2213.998, 54,0,28.0,  283
12:55:29:673,5593819634485,1035.617, 1300,   1.102,9831.139,2730.872,   0.158,7970.409,2214.002, 53,0,28.0,  283
12:55:29:776,5594117735941,1035.720, 1300,   2.031,9831.347,2730.930,   0.161,7970.425,2214.007, 54,0,28.0,  283
12:55:29:874,5594402457126,1035.818, 1300,   1.742,9831.519,2730.977,   0.154,7970.440,2214.011, 55,0,28.0,  283
12:55:29:973,5594690301614,1035.917, 1300,   1.680,9831.685,2731.024,   0.205,7970.461,2214.017, 55,0,28.0,  283
12:55:30:073,5594979508287,1036.017, 1300,   1.730,9831.858,2731.072,   0.147,7970.475,2214.021, 54,0,28.0,  283
12:55:30:176,5595277650704,1036.120, 1300,   1.312,9831.993,2731.109,   0.160,7970.492,2214.025, 55,0,28.0,  283
12:55:30:276,5595567637185,1036.220, 1300,   1.796,9832.172,2731.159,   0.193,7970.511,2214.031, 54,0,28.0,  283
12:55:30:372,5595845355058,1036.315, 1300,   1.655,9832.331,2731.203,   0.143,7970.525,2214.035, 53,0,28.0,  283
12:55:30:473,5596138309602,1036.416, 1300,   3.284,9832.663,2731.295,   1.472,7970.673,2214.076, 54,0,28.0,  283
12:55:30:572,5596425482986,1036.516, 3200,   4.845,9833.142,2731.428,   3.056,7970.976,2214.160, 58,0,28.0,  283
12:55:30:676,5596727638329,1036.620, 1300,   5.495,9833.715,2731.587,   3.882,7971.380,2214.272, 55,0,28.0,  283
12:55:30:773,5597010520576,1036.717, 3300,   8.547,9834.549,2731.819,   6.871,7972.051,2214.459, 60,0,28.0,  283
12:55:30:873,5597299641395,1036.817, 1300,   5.207,9835.068,2731.963,   3.700,7972.420,2214.561, 55,0,28.0,  283
12:55:30:972,5597585158709,1036.915, 3300,   9.265,9835.980,2732.217,   7.539,7973.162,2214.767, 62,0,28.0,  283
12:55:31:074,5597881153808,1037.017, 1300,   5.370,9836.528,2732.369,   3.673,7973.537,2214.871, 55,0,28.0,  283
12:55:31:176,5598177667063,1037.120, 1300,   6.157,9837.158,2732.544,   4.280,7973.974,2214.993, 56,0,28.0,  283
12:55:31:273,5598459514174,1037.217, 1300,   2.314,9837.383,2732.606,   0.232,7973.997,2214.999, 55,0,28.0,  283
12:55:31:372,5598745248187,1037.315, 1300,   2.274,9837.607,2732.669,   0.154,7974.012,2215.003, 54,0,28.0,  283
12:55:31:476,5599047676071,1037.420, 1300,   3.347,9837.956,2732.765,   1.138,7974.131,2215.036, 54,0,28.0,  283
12:55:31:576,5599337662943,1037.520, 1300,   2.316,9838.187,2732.830,   0.230,7974.154,2215.043, 54,0,28.0,  283
12:55:31:675,5599624508449,1037.619, 1300,   2.257,9838.411,2732.892,   0.161,7974.170,2215.047, 54,0,28.0,  283
12:55:31:776,5599917636315,1037.720, 1300,   2.299,9838.643,2732.956,   0.199,7974.190,2215.053, 54,0,28.0,  283
12:55:31:876,5600207655371,1037.820, 1300,   2.268,9838.870,2733.019,   0.160,7974.206,2215.057, 54,0,28.0,  283
12:55:31:976,5600497589253,1037.920, 1300,   2.319,9839.102,2733.084,   0.268,7974.233,2215.065, 54,0,28.0,  283
12:55:32:076,5600787784147,1038.020, 1300,   2.242,9839.326,2733.146,   0.156,7974.248,2215.069, 54,0,28.0,  283
12:55:32:171,5601062983259,1038.115, 3300,   3.238,9839.633,2733.231,   1.511,7974.392,2215.109, 59,0,28.0,  283
12:55:32:276,5601367751675,1038.220, 1300,   7.484,9840.420,2733.450,   5.927,7975.015,2215.282, 55,0,28.0,  283
12:55:32:371,5601642927780,1038.315, 3100,   6.897,9841.074,2733.632,   5.132,7975.501,2215.417, 60,0,28.0,  283
12:55:32:472,5601934709286,1038.415, 1300,   8.576,9841.937,2733.871,   6.737,7976.179,2215.605, 55,0,28.0,  283
12:55:32:574,5602233277274,1038.518, 3300,   8.956,9842.859,2734.128,   7.348,7976.936,2215.815, 63,0,28.0,  283
12:55:32:676,5602527638464,1038.620, 1300,   7.149,9843.585,2734.329,   5.344,7977.478,2215.966, 56,0,28.0,  283
12:55:32:774,5602812170306,1038.718, 1700,   6.180,9844.191,2734.498,   4.401,7977.910,2216.086, 56,0,28.0,  283
12:55:32:873,5603099582013,1038.817, 1300,   1.726,9844.362,2734.545,   0.180,7977.928,2216.091, 55,0,28.0,  283
12:55:32:976,5603397624014,1038.920, 1300,   1.647,9844.532,2734.592,   0.262,7977.955,2216.099, 54,0,28.0,  283
12:55:33:076,5603687649191,1039.020, 1300,   2.013,9844.733,2734.648,   0.160,7977.971,2216.103, 54,0,28.0,  283
12:55:33:176,5603977632229,1039.120, 1300,   3.941,9845.127,2734.758,   1.767,7978.148,2216.152, 54,0,28.0,  283
12:55:33:273,5604259540781,1039.217, 1300,   2.331,9845.354,2734.821,   0.291,7978.176,2216.160, 55,0,28.0,  283
12:55:33:372,5604545244162,1039.316, 1300,   2.248,9845.575,2734.882,   0.374,7978.213,2216.170, 54,0,28.0,  266
12:55:33:473,5604837610773,1039.416, 1300,   3.458,9845.924,2734.979,   1.399,7978.354,2216.209, 54,0,28.0,  216
12:55:33:574,5605132614377,1039.518, 1300,   2.114,9846.139,2735.039,   0.332,7978.388,2216.219, 54,0,28.0,  216
12:55:33:673,5605419200087,1039.617, 1700,   4.228,9846.557,2735.155,   2.505,7978.635,2216.288, 56,0,28.0,  166
12:55:33:773,5605708574102,1039.717, 2900,   4.950,9847.051,2735.292,   3.338,7978.968,2216.380, 56,0,28.0,  166
12:55:33:874,5606000700382,1039.817, 1300,  10.817,9848.140,2735.595,   9.101,7979.885,2216.635, 56,0,28.0,  166
12:55:33:975,5606295857756,1039.919, 1300,   5.938,9848.745,2735.762,   4.131,7980.306,2216.752, 56,0,28.0,  166
12:55:34:073,5606579522542,1040.017, 1300,   8.317,9849.559,2735.988,   6.625,7980.954,2216.932, 56,0,28.0,  166
12:55:34:173,5606867509000,1040.116, 3300,   5.411,9850.096,2736.138,   4.007,7981.352,2217.042, 64,0,28.0,  166
12:55:34:276,5607167724196,1040.220, 1300,   8.130,9850.938,2736.372,   6.402,7982.015,2217.226, 55,0,28.0,  166
12:55:34:371,5607443933130,1040.315, 3300,   5.554,9851.467,2736.519,   3.872,7982.383,2217.329, 62,0,28.0,  166
12:55:34:471,5607734380824,1040.415, 1300,   3.748,9851.842,2736.623,   2.158,7982.600,2217.389, 54,0,28.0,  283
12:55:34:572,5608027290046,1040.516, 1300,   1.772,9852.021,2736.672,   0.208,7982.621,2217.395, 55,0,28.0,  283
12:55:34:673,5608317418714,1040.616, 1300,   1.850,9852.206,2736.724,   0.171,7982.638,2217.399, 54,0,28.0,  283
12:55:34:776,5608617745669,1040.720, 1300,   1.337,9852.345,2736.762,   0.145,7982.653,2217.404, 54,0,28.0,  283
12:55:34:873,5608899503590,1040.817, 1300,   1.959,9852.535,2736.815,   0.158,7982.668,2217.408, 54,0,28.0,  283
12:55:34:976,5609196653553,1040.919, 1300,   1.667,9852.706,2736.863,   0.163,7982.685,2217.412, 54,0,28.0,  283
12:55:35:076,5609487682568,1041.020, 1300,   1.534,9852.860,2736.905,   0.167,7982.701,2217.417, 54,0,28.0,  283
12:55:35:171,5609762981351,1041.115, 3100,   7.660,9853.587,2737.107,   5.736,7983.246,2217.568, 59,0,28.0,  283
12:55:35:276,5610066539179,1041.219, 1300,   3.991,9854.005,2737.223,   2.085,7983.464,2217.629, 55,0,28.0,  283
12:55:35:372,5610345247512,1041.316, 1300,   2.404,9854.236,2737.288,   0.569,7983.519,2217.644, 54,0,28.0,  283
12:55:35:471,5610632830963,1041.415, 3300,   9.284,9855.157,2737.544,   7.406,7984.254,2217.848, 59,0,28.0,  283
12:55:35:575,5610933667513,1041.519, 3300,   4.298,9855.602,2737.667,   2.449,7984.508,2217.919, 62,0,28.0,  283
12:55:35:672,5611217152609,1041.616, 3300,   9.921,9856.572,2737.937,   8.254,7985.315,2218.143, 63,0,28.0,  283
12:55:35:774,5611510952016,1041.718, 3300,   4.455,9857.024,2738.062,   2.787,7985.597,2218.221, 60,0,28.0,  283
12:55:35:872,5611794280797,1041.815, 3300,   9.728,9857.974,2738.326,   8.070,7986.385,2218.440, 62,0,28.0,  283
12:55:35:971,5612084239889,1041.915, 3100,   4.117,9858.386,2738.440,   2.296,7986.615,2218.504, 59,0,28.0,  283
12:55:36:072,5612374300697,1042.015, 1300,   4.108,9858.797,2738.555,   2.687,7986.884,2218.579, 55,0,28.0,  283
12:55:36:176,5612677717162,1042.120, 1300,   1.653,9858.969,2738.603,   0.134,7986.898,2218.583, 54,0,28.0,  283
12:55:36:276,5612967633334,1042.220, 1300,   1.940,9859.163,2738.656,   0.197,7986.917,2218.588, 55,0,28.0,  283
12:55:36:372,5613245401766,1042.316, 1300,   1.454,9859.303,2738.695,   0.134,7986.930,2218.592, 54,0,28.0,  283
12:55:36:473,5613537436446,1042.416, 1300,   3.000,9859.605,2738.779,   1.144,7987.046,2218.624, 55,0,28.0,  283
12:55:36:572,5613827138442,1042.516, 1300,   1.653,9859.770,2738.825,   0.339,7987.079,2218.633, 54,0,28.0,  283
12:55:36:676,5614127628759,1042.620, 1300,   1.954,9859.972,2738.881,   0.256,7987.106,2218.641, 54,0,28.0,  283
12:55:36:776,5614417687769,1042.720, 1300,   2.149,9860.187,2738.941,   0.171,7987.123,2218.645, 54,0,28.0,  283
12:55:36:873,5614699759114,1042.817, 1300,   1.466,9860.330,2738.981,   0.151,7987.138,2218.649, 54,0,28.0,  283
12:55:36:976,5614997636871,1042.920, 1300,   1.570,9860.491,2739.025,   0.254,7987.164,2218.657, 54,0,28.0,  283
12:55:37:076,5615287327477,1043.020, 3300,   7.839,9861.274,2739.243,   6.156,7987.779,2218.827, 61,0,28.0,  283
12:55:37:171,5615563968545,1043.115, 3300,   3.520,9861.610,2739.336,   1.939,7987.964,2218.879, 59,0,28.0,  283
12:55:37:273,5615859122434,1043.217, 3300,  10.380,9862.667,2739.630,   8.703,7988.850,2219.125, 62,0,28.0,  283
12:55:37:372,5616145085060,1043.316, 3100,   3.830,9863.044,2739.734,   1.750,7989.022,2219.173, 57,0,28.0,  283
12:55:37:475,5616444992414,1043.419, 3300,  13.678,9864.459,2740.127,  11.956,7990.259,2219.516, 64,0,28.0,  283
12:55:37:574,5616732565522,1043.518, 3300,   8.117,9865.264,2740.351,   6.518,7990.905,2219.696, 62,0,28.0,  283
12:55:37:673,5617019503249,1043.617, 1300,   5.187,9865.777,2740.494,   3.781,7991.279,2219.800, 55,0,28.0,  283
12:55:37:776,5617317743649,1043.720, 1300,   1.969,9865.979,2740.550,   0.179,7991.297,2219.805, 54,0,28.0,  283
12:55:37:872,5617596327356,1043.816, 1300,   1.874,9866.159,2740.600,   0.137,7991.311,2219.808, 55,0,28.0,  283
12:55:37:976,5617897769625,1043.920, 1300,   1.592,9866.325,2740.646,   0.196,7991.331,2219.814, 53,0,28.0,  283
12:55:38:074,5618180810161,1044.018, 1300,   1.844,9866.505,2740.696,   0.177,7991.348,2219.819, 54,0,28.0,  283
12:55:38:173,5618468504112,1044.117, 1300,   1.582,9866.662,2740.739,   0.172,7991.365,2219.824, 54,0,28.0,  283
12:55:38:272,5618754081088,1044.215, 1300,   1.930,9866.852,2740.792,   0.216,7991.387,2219.830, 55,0,28.0,  283
12:55:38:372,5619045248599,1044.316, 1300,   2.069,9867.060,2740.850,   0.131,7991.400,2219.833, 54,0,28.0,  283
12:55:38:473,5619339525274,1044.417, 1300,   3.067,9867.371,2740.936,   1.118,7991.513,2219.865, 54,0,28.0,  166
12:55:38:576,5619637740272,1044.520, 1300,   1.760,9867.552,2740.987,   0.273,7991.541,2219.873, 54,0,28.0,  166
12:55:38:674,5619920348897,1044.617, 3300,   6.153,9868.151,2741.153,   4.361,7991.966,2219.991, 62,0,28.0,  166
12:55:38:772,5620205051277,1044.716, 1300,   4.502,9868.594,2741.276,   2.721,7992.233,2220.065, 54,0,28.0,  166
12:55:38:873,5620499083173,1044.817, 3300,   8.868,9869.493,2741.526,   7.263,7992.970,2220.269, 60,0,28.0,  166
12:55:38:976,5620797760788,1044.920, 1300,   5.331,9870.042,2741.678,   3.539,7993.334,2220.371, 55,0,28.0,  166
12:55:39:075,5621083948047,1045.019, 3300,   9.524,9870.982,2741.939,   7.883,7994.112,2220.587, 63,0,28.0,  166
12:55:39:175,5621373948725,1045.119, 1300,   4.260,9871.407,2742.058,   2.795,7994.392,2220.664, 55,0,28.0,  166
12:55:39:273,5621659635816,1045.217, 1300,   6.599,9872.058,2742.238,   5.035,7994.888,2220.802, 55,0,28.0,  166
12:55:39:372,5621945283443,1045.316, 1300,   1.913,9872.246,2742.291,   0.183,7994.906,2220.807, 54,0,28.0,  166
12:55:39:473,5622238145259,1045.417, 1300,   3.322,9872.581,2742.384,   1.368,7995.044,2220.846, 54,0,28.0,  166
12:55:39:576,5622537713004,1045.520, 1300,   2.131,9872.802,2742.445,   0.481,7995.094,2220.859, 54,0,28.0,  166
12:55:39:675,5622824315029,1045.619, 1700,   1.738,9872.973,2742.493,   0.172,7995.111,2220.864, 54,0,28.0,  166
12:55:39:776,5623117637478,1045.720, 1300,   2.260,9873.202,2742.556,   0.561,7995.167,2220.880, 54,0,28.0,  166
12:55:39:876,5623407779243,1045.820, 1300,   1.439,9873.346,2742.596,   0.159,7995.183,2220.884, 53,0,28.0,  166
12:55:39:976,5623697630476,1045.920, 1300,   2.138,9873.560,2742.655,   0.187,7995.202,2220.889, 54,0,28.0,  166
12:55:40:072,5623975848174,1046.016, 1300,   1.592,9873.712,2742.698,   0.157,7995.217,2220.894, 53,0,28.0,  166
12:55:40:176,5624277630539,1046.120, 1300,   1.977,9873.918,2742.755,   0.216,7995.240,2220.900, 55,0,28.0,  166
12:55:40:273,5624556913078,1046.216, 3300,   4.751,9874.376,2742.882,   2.896,7995.518,2220.977, 59,0,28.0,  166
12:55:40:372,5624845372969,1046.316, 1300,   5.673,9874.940,2743.039,   4.230,7995.939,2221.094, 54,0,28.0,  166
12:55:40:473,5625139309484,1046.417, 3300,   9.240,9875.877,2743.299,   7.416,7996.691,2221.303, 60,0,28.0,  283
12:55:40:575,5625434156352,1046.519, 1300,   6.076,9876.494,2743.471,   4.300,7997.128,2221.424, 54,0,28.0,  283
12:55:40:671,5625712876140,1046.615, 3300,   7.757,9877.240,2743.678,   6.129,7997.717,2221.588, 60,0,28.0,  283
12:55:40:776,5626017643998,1046.720, 1300,   6.071,9877.878,2743.855,   4.428,7998.183,2221.717, 55,0,28.0,  283
12:55:40:876,5626307642460,1046.820, 1300,   6.167,9878.495,2744.026,   4.346,7998.617,2221.838, 55,0,28.0,  283
12:55:40:973,5626589625300,1046.917, 1300,   2.666,9878.754,2744.098,   0.743,7998.689,2221.858, 54,0,28.0,  283
12:55:41:076,5626887726632,1047.020, 1300,   1.997,9878.959,2744.155,   0.489,7998.740,2221.872, 55,0,28.0,  283
12:55:41:176,5627177632440,1047.120, 1300,   2.139,9879.173,2744.215,   0.142,7998.754,2221.876, 54,0,28.0,  283
12:55:41:272,5627455567525,1047.216, 1300,   1.735,9879.339,2744.261,   0.170,7998.770,2221.881, 54,0,28.0,  283
12:55:41:372,5627745265255,1047.316, 1300,   1.653,9879.505,2744.307,   0.379,7998.808,2221.891, 54,0,28.0,  283
12:55:41:476,5628047614679,1047.420, 1300,   3.720,9879.892,2744.415,   1.383,7998.952,2221.931, 54,0,28.0,  283
12:55:41:576,5628337624251,1047.520, 1300,   2.534,9880.146,2744.485,   0.294,7998.982,2221.939, 54,0,28.0,  233
12:55:41:674,5628619627549,1047.617, 1300,   1.684,9880.310,2744.530,   0.170,7998.998,2221.944, 54,0,28.0,  233
12:55:41:776,5628917757614,1047.720, 1300,   2.067,9880.522,2744.589,   0.243,7999.023,2221.951, 54,0,28.0,  233
12:55:41:873,5629197312827,1047.816, 3300,   2.943,9880.806,2744.668,   1.390,7999.157,2221.988, 58,0,28.0,  233
12:55:41:976,5629497727918,1047.920, 1300,   7.191,9881.551,2744.875,   5.406,7999.717,2222.144, 55,0,28.0,  233
